singer,title,lyric,genre
이수영,단발머리,"오랜만이죠 조금 야위었네요
짧은 머리도 어느새 길었네요
우연히 보게 되니 살짝 어색해요
누구보다 가깝던 우린데

처음보다는 견딜만 해졌어요
당신 때문에 울지만은 않아요
이제는 괜찮아요 밥도 잘 먹어요
하루하루 당신을 지워갈거예요

왜 그랬어요 내가 지겨웠나요
그럼 그렇다고 속 시원히 말하지
나를 속여가면서 그래 즐겁던가요
아름다운 추억마저 더럽힌 네가 싫어

스치듯이 지나가줘요
oh 사랑의 걸었던 내 마음도 털어
아낌없이 잊어버려요
oh 믿었던 사랑의 끝인가요 잊어요

많이 변했죠 나도 야위었어요
길던 머리도 짧게 잘라버렸죠
우연히 보게 되면 그대 날 모르게
내가 아닌 것처럼 변하고 싶었죠

울기만 하다 때론 웃기만 하다
한때는 정말 사람이 아니었어요
잠도 잘 수 없었고 아무 일도 못했죠
당신과 헤어진게 대체 뭐라고 내가 싫어

스치듯이 지나가줘요
oh 사랑의 걸었던 내 마음도 털어
아낌없이 잊어버려요
oh 믿었던 사랑의 끝인가요

매일 쓰던 일기와 우릴 담았었던 사진들
아무 흔적없이 버려요
그녀가 보지 못하게 네가 싫어

(내가 너무 미안해) 그만해 정말 미워
(미안하다고) 믿지 않아
(사랑했었어) 너의 거짓말 믿지 않아

스치듯이 지나가줘요
oh 사랑의 걸었던 내 마음도 털어
아낌없이 잊어버려요
oh 믿었던 사랑의 끝인건가요",발라드
VOS,매일매일,"매일 매일 그댈 사랑해요
내가 미안해요
그런 말 하지 말아요
음 음 음
헤어지자는 그런 말
끝내자는 그런 말
아직 서로 사랑할 날 많은데
어젯밤 우리가 다툰 뒤로
맘이 무거워요
TV를 켠 채로 잠이 들었네요
늦은 아침에 일어나란
그대 전화를
기다려봐도 울리지가 않아요
그대 혼자 울지말아요
나쁜 생각도 하지말아요
서로 생각하는게 달라서
그런 것 뿐인데
매일 매일 그댈 사랑해요
내가 미안해요
그런 말 하지 말아요
오오 No
헤어지자는 그런 말
끝내자는 그런 말
아직 서로 사랑할 날 많은데
혼자 밥 먹는게
이렇게도 허전한 일인지
그대가 없어서 처음 알았네요
아무리 화가 났더라도
우는 그대를 그냥 보낸 건
정말 아니었는데
내 마음 둘 곳 하나없네요
할 수 있는 일 하나없네요
온통 그대 걱정뿐이라서
한 숨만 쉬는데
매일 매일 그댈 사랑해요
내가 미안해요
그런 말 하지 말아요
오 오오
헤어지자는 그런 말
끝내자는 그런 말
아직 서로 사랑할 날 많은데
내가 한 말이 후회가 돼요
그대 없어도 상관없단 말

매일 매일 그대 뿐이에요
이젠 화 풀어요
내가 웃게 해 줄게요
오 오오 우 Baby
그댈 아프게 하는 일
그댈 또 울리는 일
두번 다신 없을거에요 my love",발라드
하하,키 작은 꼬마 이야기,"Everybody 모두 put your hands up
Everybody 모두 토요 hans up
Everybody 모두 put your hands up
Everybody 모두 죽지 않아
키가 작은 꼬마 동훈이 예
내 얘기를 들어 보세요
받아쓰기 이십 점
동네 꼬마 비웃어
나랑 키도 비슷해
이것 참 난 석사인데
키도 작고 못 생겼는데
가진 것도 하나 없는데
키가 작아서 나는 행복해
세상 모든 것을
우러러 볼 수 있으니까
나는 행복해 Uh
니노 막시무스 카이저 쏘제
쏘냐도르  스파르타
죽지 않아 나는 죽지 않아
오오오 나는 죽지 않아
니노 막시무스 카이저 쏘제
쏘냐도르  스파르타
죽지 않아 나는 죽지 않아
나는 키 작은 꼬맹이니깐

꿈이 많은 꼬마 동훈이 예
하고 싶은 게 참 많았지
노래하고 싶다고
무대 서고 싶다고
앨범까지 냈는데
이것 참 아무도 몰라
마음 대로 안 풀린다고
마음 먹기 나름이라고
절대 놓치고 싶지 않아
넘어지면 또 다시
일어나면 되니까
나는 괜찮아
니노 막시무스 카이저 쏘제
쏘냐도르  스파르타
죽지 않아 나는 죽지 않아
오오오 나는 죽지 않아
니노 막시무스 카이저 쏘제
쏘냐도르  스파르타
죽지 않아 나는 죽지 않아
나는 키 작은 꼬맹이니깐
사랑에 실패해도 절대 죽지 않아
사업에 실패해도 절대 죽지 않아
시험에 떨어져도 절대 죽지 않아
You  I we are never die
니노 막시무스 카이저 쏘제
쏘냐도르  스파르타
죽지 않아 나는 죽지 않아
나는 키 작은 꼬맹이니깐",알앤비/어반
BIGBANG 빅뱅,거짓말,"ye love is pain
to all my brokenhearted people
one's old a flame
scream my name
and i'm so sick of love songs
ye i hate damn love song
memento of ours
거짓말
늦은 밤 비가 내려와
널 데려와
젖은 기억 끝에 뒤척여 나
너 없이 잘 살 수 있다고
다짐 해봐도 어쩔 수 없다고
못하는 술도 마시고
속타는 맘 밤새 채워봐도
싫어 너 없는 하루는 길어 빌어
제발 잊게 해달라고
너 없는 내겐 웃음이 보이지 않아
눈물조차 고이지 않아
더는 살고 싶지 않아
엿같애 열받게
니 생각에 돌아버릴것 같애
보고 싶은데 볼 수가 없대
모두 끝났대
I'll be right there
i'm so sorry but i love you
다 거짓말 이야 몰랐어
이제야 알았어
네가 필요해
i'm so sorry but i love you
날카로운 말
홧김에 나도 모르게
널 떠나보냈지만
i'm so sorry but i love you
다 거짓말
i'm so sorry
but i love you
i'm so sorry but i love you
나를 떠나
천천히 잊어줄래
내가 아파할 수 있게
그댈 위해서 불러왔던
내 모든 걸 다 바친 노래
사람들은 모르겠죠
난 혼자 그 아무도 아무도 몰래
그래 내가 했던 말은 거짓말
홀로 남겨진 외톨이
그 속에 헤매는 내 꼴이
주머니 속에 꼬깃꼬깃
접어둔 이별을 향한 쪽지
넌 어딨나요 널 부르는 습관도
난 달라질래
이젠 다 웃어넘길게
i'm so sorry but i love you
다 거짓말 이야 몰랐어
이제야 알았어
네가 필요해
i'm so sorry but i love you
날카로운 말
홧김에 나도 모르게
널 떠나보냈지만
i'm so sorry but i love you
다 거짓말
i'm so sorry
but i love you
i'm so sorry but i love you
나를 떠나
천천히 잊어줄래
내가 아파할 수 있게
모든게 꿈이길
이것밖에 안되는 나라서
아직도 너를 못 잊어
아니 평생을 가도 죽어서까지도
내가 준 상처 아물었는지
미안해
아무것도 해준게 없는 나라서
i'm so sorry but i love you
다 거짓말 이야 몰랐어
이제야 알았어 네가 필요해
i'm so sorry but i love you
날카로운 말
홧김에 나도 모르게
널 떠나보냈지만
i'm so sorry but i love you
다 거짓말
i'm so sorry
but i love you
i'm so sorry but i love you
나를 떠나
천천히 잊어줄래
내가 아파할 수 있게",랩/힙합
럼블피쉬,그대 내게 다시,"그대 내게 다시
돌아오려 하나요
내가 그댈 사랑하는지
알 수 없어 헤매이나요
맨 처음 그 때와
같을 순 없겠지만
겨울이 녹아 봄이 되 듯이
내게 그냥 오면 돼요
헤어졌던 순간을
긴 밤이라 생각해
그댈 향한 내 마음
이렇게도 서성이는데
왜 망설이고 있나요
뒤 돌아 보지 말아요
우리 헤어졌던 날 보다
만날 날이 더욱 서로 많은데
그댄 내게 다시
돌아오려 하나요
지금 이 대로의 모습으로
내게 그냥 오면 되요

맨 처음 그 때와
같을 순 없겠지만
겨울이 녹아 봄이 되 듯이
내게 그냥 오면 돼요
헤어졌던 순간을
긴 밤이라 생각해
그대 향한 내 마음
이렇게도 서성이는데
왜 망설이고 있나요
뒤 돌아 보지 말아요
우리 헤어졌던 날 보다
만날 날이 더욱 서로 많은데
그댄 내게 다시
돌아오려 하나요
지금 이 대로의 모습으로
내게 그냥 오면 되요",락
지아,물끄러미,"오늘은 좀 나을거야 널 보낸 어제보다
누구나 이별은 하잖아 걱정마

사실은 나 자신없어 니가 없는 하루는
아무것도 못할테니까

지나가는 사람들이 다 너처럼 보이는걸
힘이 풀려서 주저앉아 울고말았어

사랑했잖아 나밖에 몰랐잖아
왜 날 이렇게 아프게 해
나 없이는 못산다 했잖아

아니야 나 때문이야 너를 너무 사랑해서
그래 모두 내잘못이야
이제 사랑같은거 나 하지 않을래 두번 다시

밤새도록 울기만 했어
미치도록 아파서
못견딜만큼 나 니가 너무 그리워서

사랑했잖아 나밖에 몰랐잖아
왜 날 이렇게 아프게 해
나없이는 못산다 했잖아 아냐

나 때문이야 너를 너무 사랑해서
그래 모두 내잘못이야
이제 사랑같은거 나하지 않을래 사랑따윈

모른체 산다는게
없던 일로 한다는게
정말 넌 그게 되니

사랑했는데 우리 좋았었는데
다른 사랑과 달랐는데
왜 날 흔한 사람을 만들어 니가

떠날거라면 돌아올거 아니라면
작은 기대조차 주지마
너에겐 쉬운 사랑이 나 한사람에겐 전부니까",발라드
김동완,손수건,"울고 있는 여자친구의
눈물을 닦아주려고
하얗게 접어 놓았던
손수건을 꺼내죠
괜찮아요 고개들어요
애써 웃는 니 옆 모습 보면서
나도 눈물 흘려
약속해줘 이제는 눈물과
다신 만나지 않는다고
손가락을 걸어봐요
착하고 예쁜 사람
웃어보아요 이제 더 이상
슬퍼하지 말아요
내 사랑으로 한 사람만
꼭 감싸줄게요
저 하늘이 저 바다처럼
파래질거에요
이제는 슬퍼하지 말아요
별은 지고 달도 떠나죠
곤히 잠든 너의 모습 보면서
나도 눈물 흘려
약속해줘 이제는 눈물과
다신 만나지 않는다고
손가락을 걸어봐요
착하고 예쁜 사람
웃어보아요 이제 더 이상
슬퍼하지 말아요
내 사랑으로 한 사람만
꼭 감싸줄게요
저 하늘이 저 바다처럼
파래질거에요
이제는 슬퍼하지 말아요
웃어보아요 이제 더 이상
슬퍼하지 말아요
내 사랑으로 한 사람만
꼭 감싸줄게요
저 하늘이 저 바다처럼
파래질거에요
이제는 슬퍼하지 말아요
더 이상 슬퍼하지 말아요",발라드
씨야,결혼할까요,"I love you I love you
I love you
I love you I love you
I love you
그대의 작은 목소린
무엇보다 내게 큰 힘이 돼죠
세상을 등지고 싶을때
그대의 작은 어깨에
기댈때면 난 다시 꿈을 꾸죠
희망이란 놈을 찾죠
내 두 눈에 항상 그댈
담고 싶네요 사랑해
i love u
푸른 하늘 보다 더
넓은 바다 보다 더
그댈 사랑 할 수 있는 나에요
i love u
세상 어떤 말도 부족하지만
그대에게 전하고 싶은 말
그대를 사랑할께요
영원히 지켜줄께요
처음과 같은 맘을
매일 선물할께요
한 여름날에 눈이 내릴때까지
나의 사랑 변하지는 않아요
평생 행복을 안겨줄
소중한 사람이에요
지금 꼭 잡은 두 손
다시는 놓치지 마요
약속해줘요 항상 같은 자리에
나와 함께 하기를
알고있나요
그대 때문에
사랑하는 법을 배웠어요
우는것조차 모르던 내가
당신이 아파 할때면
눈물이 나요 아프지 마요
언제나 웃어요 약속할께요
그대만을 사랑해요
My Lover Lover
너무 감동되죠
I love u
거친 파도가 와도
먹구름 밀려와도
내 사랑은 그대와 함께하죠
I love u
어두운 밤에 그대 길 잃어도
내 사랑이 환하게 비추죠
그대를 사랑할게요
영원히 지켜줄게요
처음과 같은 맘을
매일 선물 할께요
한 여름날에 눈이 내릴때까지
나의 사랑 변하지는 않아요
평생 행복을 안겨줄
소중한 사람이에요
지금 꼭 잡은 두 손
다시는 놓치지 마요
약속해줘요
항상 같은 자리에
나와 함께 하기를
나나나나나 나나 나나나나나
나나 나나나나나
그댈 사랑해요
서쪽 하늘에 해가 뜨는날까지
그대만을 사랑하고 싶어요
내 행복을 다 잃어도
세상 눈물 다 가져도
지금 꼭 잡은 두 손
다시는 놓치지 마요
약속할께요
세상 누구 보다 더
그댈 사랑할께요
I love you I love you
I love you
I love you I love you
I love you",댄스
씨야,사랑의 인사,"비내리는 거릴 좋아 했었죠
우산없이 나와 함께 걸었죠
다시 내리는 비에 그대 생각나
눈물날 것 같은데
둘이 걷다보면 나를 위해서
습관처럼 왼쪽 편에 세웠죠
내 여자라고
내가 지켜야 한다고
버릇처럼 말했죠
좋은 사람 꼭 만날 거라 했는데
그 약속 지키지 못할 것 같아
내겐 그대가 하나뿐이라
다른 사랑 못할 것 같아요
이제는 나를 찾아오지 말라고
가슴에 멍드는 말을 하고서
지나가는 발소리 그대이기를
원하고 또 원하죠

가끔 그대 어깨 기대 잠들면
아무 말도 없이 안아주었죠
고마웠다고 이젠 말할수 있는데
그댄 어디 있나요
좋은 사람 꼭 만날 거라 했는데
그 약속 지키지 못할 것 같아
내겐 그대가 하나뿐이라
다른 사랑 못할 것 같아요
이제는 나를 찾아오지 말라고
가슴에 멍드는 말을 하고서
지나가는 발소리 그대이기를
원하고 또 원하죠
보고파 소리쳐봐도
그리워 불러도
닿을 수가 없는 그댄가봐
이젠 나를 잊었나봐

그대가 못난 바보라고 할까봐
내 사랑 너무나 아낀 것 같아
괜한 자존심 하나 때문에
사랑한단 말도 못했어요
못잊어 그립다는 말도 못하고
그대가 나를 또 찾지 않을까
지나가는 발소리 그대이기를
원하고 또 원하죠",발라드
오종혁,사랑이 그래요,"아니요
많이 고민했어요
아니요
이젠 사랑안해요
아니요
내가 반했던 표정을 지으며
몇 번을 잡아도 대답은 같죠
아니요
나도 가슴아파요
아니요
그래도 가주세요
아니요
다른 사람이 있지는 않지만
그만 자리를 비워주세요
사랑이 그래요 이별이 그래요
부르지 않아도
어느새 끝이 와있죠
마음이 그래요
조금만 힘들어 지면
단 한순간에 변하는걸요

아니요
잊고 싶진 않아요
아니요
많이 그리울테죠
아니요
헛된 기대 속에 살아보아도
돌아가주지 않을 거에요
사랑이 그렇게 이별이 그렇게
아프게 하는데
왜 자꾸 나를 안아요
그렇게 약해서
그토록 겁이 많아서
어떻게 나를 미워하나요

사랑을 안다고
이별을 안다고
웃으며 말하는 세월이
지난 그날엔
차갑던 내 맘을
조금은 이해할까요
버려지기 전에 그댈 보낸
부족한 나를
그댄 나보다 더
좋은 사람과 행복하세요",발라드
